"","Kindom","Phylum","Class","Order","Family","Genus","Species"
"OTU_1125","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","Clostridium_saccharobutylicum"
"OTU_1126","Bacteria","Armatimonadetes","","","","",""
"OTU_1127","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","","",""
"OTU_1128","Bacteria","Bacteroidetes","unidentified_Bacteroidetes","Order_II","Rhodothermaceae","",""
"OTU_1129","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","",""
"OTU_1130","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","Psychrobacter_alimentarius"
"OTU_1131","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonas","Nitrosomonas_communis"
"OTU_1132","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces",""
"OTU_1133","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","","",""
"OTU_1134","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_1135","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Myxococcus",""
"OTU_1136","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia",""
"OTU_1137","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_1138","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"OTU_1139","Bacteria","Cyanobacteria","unidentified_Cyanobacteria","SubsectionII","FamilyII","Chroococcidiopsis",""
"OTU_1140","Bacteria","Actinobacteria","unidentified_Actinobacteria","","","",""
"OTU_1141","Bacteria","Gemmatimonadetes","BD2-11_terrestrial_group","","","",""
"OTU_1142","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","","",""
"OTU_1143","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingosinicella",""
"OTU_1144","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","","",""
"OTU_1145","Bacteria","Chloroflexi","Ardenticatenia","","","",""
"OTU_1146","Bacteria","Chloroflexi","TK10","","","",""
"OTU_1147","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_1148","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587",""
"OTU_1149","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","","",""
"OTU_1150","Bacteria","Actinobacteria","unidentified_Actinobacteria","Kineosporiales","Kineosporiaceae","",""
"OTU_1151","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","",""
"OTU_1152","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia",""
"OTU_1153","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","",""
"OTU_1154","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Zeaxanthinibacter",""
"OTU_1156","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_1157","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",""
"OTU_1158","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","",""
"OTU_1159","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_1160","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_1161","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","",""
"OTU_1162","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"OTU_1163","Bacteria","Tectomicrobia","","","","",""
"OTU_1164","Bacteria","Acidobacteria","Holophagae","Subgroup_10","","",""
"OTU_1165","Bacteria","Acidobacteria","Blastocatellia","unidentified_Blastocatellia","Blastocatellaceae_(Subgroup_4)","11月24日",""
"OTU_1166","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae_(Subgroup_3)","PAUC26f",""
"OTU_1167","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","","",""
"OTU_1168","Bacteria","","","","","",""
"OTU_1169","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","",""
"OTU_1170","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","unidentified_Rhodospirillales","Candidatus_Alysiosphaera",""
"OTU_1171","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"OTU_1172","Bacteria","Chloroflexi","TK10","","","",""
"OTU_1173","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","CL500-29_marine_group",""
"OTU_1174","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","","",""
"OTU_1175","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_1176","Bacteria","Thermomicrobia","unidentified_Thermomicrobia","AKYG1722","","",""
"OTU_1178","Bacteria","Armatimonadetes","","","","",""
"OTU_1179","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36","","",""
"OTU_1180","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga",""
"OTU_1182","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_1183","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Aetherobacter",""
"OTU_1184","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","MWH-CFBk5","",""
"OTU_1185","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus",""
"OTU_1186","Bacteria","Planctomycetes","Phycisphaerae","CCM11a","","",""
"OTU_1187","Bacteria","Planctomycetes","Pla3_lineage","","","",""
"OTU_1188","Bacteria","Chloroflexi","Ardenticatenia","","","",""
"OTU_1190","Bacteria","Acidobacteria","Subgroup_17","","","",""
"OTU_1191","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga",""
"OTU_1192","Bacteria","Acidobacteria","Subgroup_25","","","",""
"OTU_1193","Bacteria","Thermomicrobia","unidentified_Thermomicrobia","JG30-KF-CM45","unidentified_JG30-KF-CM45","unidentified_JG30-KF-CM45","bacterium_QTYC46b"
"OTU_1194","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","",""
"OTU_1195","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_1196","Bacteria","GAL15","","","","",""
"OTU_1197","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_1198","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","","",""
"OTU_1199","Bacteria","Chloroflexi","Ardenticatenia","","","",""
"OTU_1200","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1201","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","",""
"OTU_1202","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","",""
"OTU_1203","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","",""
"OTU_1204","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula",""
"OTU_1205","Bacteria","Chloroflexi","SAR202_clade","","","",""
"OTU_1206","Bacteria","Gemmatimonadetes","PAUC43f_marine_benthic_group","","","",""
"OTU_1207","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_1208","Bacteria","","","","","",""
"OTU_1209","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_1210","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","",""
"OTU_1211","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",""
"OTU_1212","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","",""
"OTU_1213","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","",""
"OTU_1214","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","unidentified_Anaerolineaceae","anaerobic_bacterium_MO-CFX2"
"OTU_1215","Bacteria","Verrucomicrobia","OPB35_soil_group","","","",""
"OTU_1216","Bacteria","SBR1093","","","","",""
"OTU_1217","Bacteria","Chloroflexi","TK10","","","",""
"OTU_1218","Bacteria","Chloroflexi","Ktedonobacteria","C0119","","",""
"OTU_1219","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","BSV26","",""
"OTU_1220","Bacteria","Armatimonadetes","","","","",""
"OTU_1221","Bacteria","Actinobacteria","Nitriliruptoria","","","",""
"OTU_1222","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"OTU_1223","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_1224","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_1225","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Defluviicoccus",""
"OTU_1226","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Polyangium",""
"OTU_1227","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"OTU_1228","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"OTU_1229","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","",""
"OTU_1230","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_1231","Bacteria","Bacteroidetes","unidentified_Bacteroidetes","Order_II","Rhodothermaceae","",""
"OTU_1232","Bacteria","Actinobacteria","unidentified_Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_1233","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_1234","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","",""
"OTU_1235","Bacteria","Bacteroidetes","Bacteroidetes_vadinHA17","","","",""
"OTU_1236","Bacteria","Chloroflexi","TK10","","","",""
"OTU_1237","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","","",""
"OTU_1238","Bacteria","Cyanobacteria","Chloroplast","unidentified_Chloroplast","unidentified_Chloroplast","unidentified_Chloroplast","Mychonastes_homosphaera"
"OTU_1239","Bacteria","Latescibacteria","","","","",""
"OTU_1240","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","",""
"OTU_1241","Bacteria","Thermomicrobia","unidentified_Thermomicrobia","AKYG1722","","",""
"OTU_1242","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","",""
"OTU_1243","Bacteria","Latescibacteria","","","","",""
"OTU_1244","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","",""
"OTU_1245","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_1246","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_1247","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","0319-6A21","",""
"OTU_1248","Bacteria","Acidobacteria","Holophagae","Subgroup_7","unidentified_Subgroup_7","unidentified_Subgroup_7","Acidobacteria_bacterium_enrichment_culture_clone_CV-04"
"OTU_1249","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","0319-6M6","",""
"OTU_1250","Bacteria","Gemmatimonadetes","PAUC43f_marine_benthic_group","","","",""
"OTU_1251","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella",""
"OTU_1252","Bacteria","Bacteroidetes","unidentified_Bacteroidetes","Order_III","unidentified_Order_III","",""
"OTU_1253","Bacteria","Actinobacteria","unidentified_Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",""
"OTU_1254","Bacteria","Actinobacteria","unidentified_Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinophytocola",""
"OTU_1255","Bacteria","Acidobacteria","Subgroup_5","","","",""
"OTU_1256","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_1257","Bacteria","Chloroflexi","S085","","","",""
"OTU_1258","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage",""
"OTU_1259","Bacteria","Planctomycetes","OM190","","","",""
"OTU_1260","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"OTU_1261","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","Erythrobacter_sp._HME6857"
"OTU_1262","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","",""
"OTU_1263","Bacteria","Proteobacteria","Gammaproteobacteria","Run-SP154","","",""
"OTU_1264","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OM1_clade","",""
"OTU_1265","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Ilumatobacter",""
"OTU_1266","Bacteria","Latescibacteria","","","","",""
"OTU_1267","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_1268","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_1269","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Gsoil-1167","",""
"OTU_1270","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","",""
"OTU_1271","Bacteria","Chloroflexi","JG30-KF-CM66","","","",""
"OTU_1272","Bacteria","Bacteroidetes","unidentified_Bacteroidetes","Order_II","Rhodothermaceae","",""
"OTU_1273","Bacteria","Actinobacteria","unidentified_Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia_asteroides"
"OTU_1274","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_1275","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",""
"OTU_1276","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","unidentified_Rhodospirillales","Candidatus_Alysiosphaera",""
"OTU_1277","Bacteria","Acidobacteria","Blastocatellia","unidentified_Blastocatellia","Blastocatellaceae_(Subgroup_4)","Blastocatella",""
"OTU_1278","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_1279","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","",""
"OTU_1280","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Proteiniclasticum",""
"OTU_1281","Bacteria","Thermomicrobia","unidentified_Thermomicrobia","AKYG1722","","",""
"OTU_1282","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","",""
"OTU_1283","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16",""
"OTU_1284","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_terrigena"
"OTU_1285","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"OTU_1286","Bacteria","Actinobacteria","","","","",""
"OTU_1287","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"OTU_1288","Bacteria","Acidobacteria","Blastocatellia","unidentified_Blastocatellia","Blastocatellaceae_(Subgroup_4)","RB41",""
"OTU_1289","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_1290","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","",""
"OTU_1291","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","",""
"OTU_1292","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","MSB-1E8","",""
"OTU_1293","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16",""
"OTU_1294","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_1295","Bacteria","Chloroflexi","Ardenticatenia","","","",""
"OTU_1296","Bacteria","Armatimonadetes","","","","",""
"OTU_1297","Bacteria","Chloroflexi","Ardenticatenia","","","",""
"OTU_1298","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","",""
"OTU_1299","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces",""
"OTU_1300","Bacteria","Actinobacteria","TakashiAC-B11","","","",""
"OTU_1301","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Nafulsella",""
"OTU_1302","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"OTU_1303","Bacteria","Actinobacteria","unidentified_Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium_paraconglomeratum"
"OTU_1304","Bacteria","Actinobacteria","TakashiAC-B11","","","",""
"OTU_1305","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_1306","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_1307","Bacteria","Armatimonadetes","","","","",""
"OTU_1308","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Caldilineaceae","",""
"OTU_1309","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_1310","Bacteria","Actinobacteria","unidentified_Actinobacteria","PeM15","","",""
"OTU_1311","Bacteria","Armatimonadetes","","","","",""
"OTU_1312","Bacteria","","","","","",""
"OTU_1313","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","",""
"OTU_1314","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_1315","Bacteria","Bacteroidetes","unidentified_Bacteroidetes","Order_II","Rhodothermaceae","",""
"OTU_1316","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","",""
"OTU_1317","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea",""
"OTU_1318","Bacteria","GAL15","","","","",""
"OTU_1319","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage",""
"OTU_1320","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Rhodocytophaga",""
"OTU_1321","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16",""
"OTU_1322","Bacteria","Proteobacteria","Betaproteobacteria","","","",""
"OTU_1323","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","",""
"OTU_1324","Bacteria","Acidobacteria","Holophagae","Subgroup_10","ABS-19","",""
"OTU_1325","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_1327","Bacteria","Acidobacteria","Subgroup_12","","","",""
"OTU_1328","Bacteria","Thermomicrobia","unidentified_Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","",""
"OTU_1329","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","",""
"OTU_1330","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus",""
"OTU_1331","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
