"","S1.F.1.U","S2.F.U","S3.F.U","S4.F.U","S6.F.U","S7.F.U","S9.F.U","S10.F.U","S13.F.U","S14.F.U","S16.F.U","S18.F.U","S19.F.U","S20.F.U","S21.F.U","S22.F.U","S24.F.U","S25.F.U","S26.F.U","S27.F.U","S29.F.U","S30.F.U","S31.F.U","S32.F.U","S37.F.U","S40.F.U","S41.F.U","S42.F.U"
"OTU_4643",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
"OTU_4645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"OTU_4646",0,1,0,1,11,1,4,5,1,2,3,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,1,0
"OTU_4647",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"OTU_4648",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4649",1,3,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4650",0,1,3,1,1,5,5,0,0,4,1,2,5,2,0,1,1,4,0,0,1,2,0,0,0,1,0,1
"OTU_4651",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0
"OTU_4652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,1,0,0,0,0,0,0,0
"OTU_4653",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2
"OTU_4654",1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4655",2,1,2,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,3,0,0,1,0,0,0,0,1,0
"OTU_4656",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4657",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4658",0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0
"OTU_4659",2,23,4,1,15,10,5,7,5,10,4,1,3,2,3,4,1,0,4,7,6,0,3,1,2,0,1,0
"OTU_4660",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4661",0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4662",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_4663",0,1,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1
"OTU_4664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
"OTU_4665",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_4666",0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,3,0,0,0,1,5,3,0,1,0,0
"OTU_4667",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2,3,0,0,0,0,0,1,0,1
"OTU_4668",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_4669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4671",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4672",0,0,2,3,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"OTU_4673",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1
"OTU_4674",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4675",2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,3
"OTU_4676",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_4677",1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4678",0,0,0,1,0,2,0,2,1,0,0,12,1,0,2,1,2,1,0,0,2,0,1,0,1,0,0,0
"OTU_4679",2,2,0,4,3,0,3,1,2,0,5,11,1,1,3,6,1,1,1,0,0,1,1,1,0,0,0,0
"OTU_4680",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"OTU_4681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_4682",2,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,5
"OTU_4683",1,2,3,1,3,1,10,2,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0
"OTU_4684",2,0,1,1,0,1,1,1,1,3,1,0,1,0,1,0,2,3,1,1,0,0,0,0,0,0,0,0
"OTU_4685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
"OTU_4686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_4688",0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0
"OTU_4689",6,2,2,2,1,2,4,1,2,5,1,2,1,3,2,0,1,1,2,2,0,1,3,2,1,0,1,3
"OTU_4690",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4691",0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4692",1,9,1,2,2,7,3,1,3,1,0,5,3,3,7,0,1,2,10,3,0,8,0,4,0,5,4,0
"OTU_4693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4694",0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8,0,0,1,0,2,0
"OTU_4695",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4696",0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"OTU_4697",1,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,1,2,1,0,2,1,2,0,0,2,0,0
"OTU_4698",0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"OTU_4699",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
"OTU_4700",0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4701",0,0,0,0,0,0,0,1,0,3,0,14,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"OTU_4702",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0
"OTU_4703",4,4,3,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"OTU_4704",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0
"OTU_4705",0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5
"OTU_4706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0
"OTU_4707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4708",0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0
"OTU_4709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4710",1,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
"OTU_4711",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4712",1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4713",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"OTU_4714",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_4717",1,1,0,0,3,1,2,1,1,1,0,2,1,3,0,0,0,1,2,1,3,0,0,0,1,0,0,2
"OTU_4718",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
"OTU_4719",4,5,3,15,10,4,7,10,14,6,3,10,4,7,5,6,4,6,9,2,7,8,3,11,8,7,2,3
"OTU_4720",2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"OTU_4721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4722",3,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4724",0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4725",0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4726",2,1,3,5,0,1,2,1,3,1,2,1,0,0,0,1,2,0,0,0,1,0,1,1,0,0,1,0
"OTU_4728",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0
"OTU_4729",2,0,1,1,1,3,1,1,1,2,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"OTU_4730",0,0,0,0,0,1,1,0,0,0,0,8,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0
"OTU_4731",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0
"OTU_4732",6,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,3,0,1,1,0,0,0,0,1
"OTU_4733",0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4734",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"OTU_4735",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4736",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_4737",0,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"OTU_4738",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,2,0,1,0,0,0,1,0,0
"OTU_4739",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4740",0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0
"OTU_4741",2,0,0,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"OTU_4742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"OTU_4743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
"OTU_4744",1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_4745",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,2
"OTU_4746",1,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0
"OTU_4748",0,0,4,0,0,1,1,0,0,0,2,1,1,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0
"OTU_4749",1,0,0,1,0,0,1,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_4750",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4752",0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4753",0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,0,3,0,4,0,1,0,0,0,0,1,0,0
"OTU_4754",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4755",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_4756",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4757",0,2,2,0,2,3,2,6,4,1,8,29,6,1,8,4,15,22,5,1,3,17,1,4,2,3,2,3
"OTU_4759",0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,1,0
"OTU_4760",0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4761",1,1,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4762",0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"OTU_4763",1,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0
"OTU_4764",1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0
"OTU_4765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
"OTU_4766",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"OTU_4767",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_4768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4769",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"OTU_4770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4771",0,0,1,1,3,1,1,1,2,4,2,0,0,0,2,0,4,0,0,1,2,1,0,0,0,0,0,0
"OTU_4773",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_4774",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4776",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"OTU_4777",1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_4778",0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,1,1,0,0,0,0,1
"OTU_4779",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0
"OTU_4780",0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4781",1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4782",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"OTU_4783",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"OTU_4785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
"OTU_4786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_4787",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"OTU_4788",0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"OTU_4789",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0
"OTU_4790",0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
"OTU_4791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4792",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4793",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"OTU_4794",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0
"OTU_4795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,4,0,0,0,0,0
"OTU_4796",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"OTU_4797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"OTU_4798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,1,0,0,0,3,0,1,1
"OTU_4799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"OTU_4800",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4801",2,0,0,0,1,0,1,1,2,1,1,1,0,0,0,0,3,0,0,0,2,0,1,1,1,0,0,1
"OTU_4802",3,0,0,0,3,1,0,3,2,1,3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
"OTU_4803",2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"OTU_4804",1,1,1,1,2,1,1,0,0,2,4,1,1,1,1,0,1,2,0,0,0,4,0,0,0,2,0,4
"OTU_4805",0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4806",0,1,0,1,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,2,1,1
"OTU_4807",0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,2,2,0,2,1,0,0,0,0,2,1,0
"OTU_4808",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4809",3,0,0,2,1,2,4,3,0,2,2,0,1,0,1,2,0,0,10,3,2,1,1,2,2,5,0,1
"OTU_4810",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4811",2,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,2
"OTU_4812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
"OTU_4813",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4814",0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,0,3,1,0,1,0,1,0,0,0,0
"OTU_4815",0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"OTU_4816",0,1,3,0,7,1,3,2,1,2,2,1,2,0,3,2,0,0,0,0,1,0,0,1,1,0,0,1
"OTU_4817",1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
"OTU_4818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4819",0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,1,4,1,0,0,0,0,1,1,1,1
"OTU_4820",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4822",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
"OTU_4823",0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU_4825",0,0,1,0,0,0,1,2,1,1,0,0,1,0,0,0,1,1,1,4,0,1,2,1,2,1,0,6
"OTU_4826",0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0
"OTU_4827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4828",0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,4,1,1,0,0,3,0,1,0,2,1,0
"OTU_4829",0,0,0,0,2,1,0,0,0,2,1,0,0,1,0,0,1,2,3,0,0,1,0,0,0,1,0,2
"OTU_4830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"OTU_4831",3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_4832",5,8,1,9,5,3,6,4,1,0,17,13,4,2,3,1,0,6,5,5,2,9,3,2,1,2,3,2
"OTU_4833",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0
"OTU_4834",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4835",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4836",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"OTU_4837",0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
"OTU_4838",0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_4839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_4840",2,1,1,3,0,1,1,4,0,0,2,10,1,0,0,0,1,1,0,0,1,2,1,3,5,2,2,0
"OTU_4841",2,5,5,8,13,9,4,6,6,23,11,3,19,11,20,14,2,19,25,17,2,9,19,7,9,32,9,35
"OTU_4842",0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_4843",0,0,0,2,3,0,3,1,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0
"OTU_4844",0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0
"OTU_4845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"OTU_4847",1,0,0,0,0,1,2,0,0,3,0,16,1,0,3,8,3,0,1,0,1,0,2,0,0,0,0,0
"OTU_4848",0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0
"OTU_4849",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1
"OTU_4850",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_4851",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4852",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1
"OTU_4853",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4854",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_4855",0,0,0,1,1,0,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"OTU_4856",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"OTU_4857",0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4858",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_4859",0,1,1,0,0,4,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_4860",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_4861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4862",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0
"OTU_4863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_4864",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
